"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","Intangible assets","Change parameters of intangible assets","1","0","0","0","0"
"","ReportIncoming VAT display Document","Incoming VAT","1","0","0","0","0"
"","Main menu > click open","Write-offs of intangible assets","0","0","1","0","0"
"","020 Opening balance create","Opening balance with Source document","0","0","1","0","0"
"","Main menu > click open","Accounting Items","0","0","1","0","0"
"","Settlements Adjustment check list Document","Settlements Adjustment DR/ 401.1 KR/ 411.1","1","0","0","0","0"
"","Documents generate on","SalesOrder button generate CashReceipt","1","0","0","0","0"
"","VAT rates selection check","VAT payer on release NoticeOfEntry","0","0","1","0","0"
"","Bank Receipt>change Currency>appear error","Bank Payment","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""Companies""","0","0","1","0","0"
"","220 Sales invoice and Sales return","Counterparties Individual EU creation","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""Years""","0","0","1","0","0"
"","Documents generate on","list AdvanceReport  generate CashReceipt","0","0","1","0","0"
"","Document mark/unmark for deletion","Inventory Reconciliation","0","0","1","0","0"
"","BankReceipt change cash flow activity","BRchange cash flow activity  411.1","0","0","1","0","0"
"","015 Accounting items creating","Create a Goods quantitative","0","0","1","0","0"
"","Document mark/unmark for deletion","Set Advanced Income Write off Parameters","0","0","1","0","0"
"","Payment request outgoing","Payment request outgoing (Promissory note)","0","0","1","0","0"
"","075 Expense report  Currency","Use Multi Currency Expense report","1","0","0","0","0"
"","Cash change CashFlowActivity avai. not availab. columns","CP Plati la stat (Impozitul pe profit)","0","0","1","0","0"
"","Discounts in Purchase Invoice","Item Discount received Financial","0","0","1","0","0"
"","Work Document Bank Payment > changes Cash flow activities","Bank Payment > changes Cash flow activities 581.1","0","0","1","0","0"
"","Export scenarios for Products catalog","Create catalog UoMClassifier objects","1","0","0","0","0"
"","016 Series and applicability parameters for numeration creation","Applicability parameters for numeration creation	for Sales Order","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""ActivityTypes""","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""InventoryReconciliation""","0","0","1","0","0"
"","Main menu > click open","Balance","0","0","1","0","0"
"","Rapoarte Contabile","Opening Rapoart Registru de evidente contabile","0","0","1","0","0"
"","003_FirstLaunchCatalogsFilling","Income and Expences catalog","1","0","0","0","0"
"","Documents generate on","Sales retorn  generate CashPayment","1","0","0","0","0"
"","001 Smoke Tests Catalogs","List form opening ""TaskPerformersGroups""","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Settlements Adjustment DR/ 409.11 KR/ 401.2EUR","1","0","0","0","0"
"","Exit Notice","Exit Notice","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""TaxesCodeClassifier""","0","0","1","0","0"
"","Notice of entry","Notice of entry","1","0","0","0","0"
"","Check currency conversion for EU resident","Data preparation","0","0","1","0","0"
"","Set Advanced Expenses Write off Parameters","Create Advanced Expences","0","0","1","0","0"
"","E-Transport filling check","Menu check","0","0","1","0","0"
"","Main menu > click open","Sales orders","0","0","1","0","0"
"","Goods Transfer To Retail check DR/CR","Settings UseRetail","0","0","1","0","0"
"","012 Counterparties creation","Create a Vendor","0","0","1","0","0"
"","Main menu > click open","Cash flow activities","0","0","1","0","0"
"","075 Expense report  Currency","Purchase Invoice  in EUR2","0","0","1","0","0"
"","Set Advanced Expenses Write off Parameters","Set Advanced Expenses Write off Parameters","0","0","1","0","0"
"","Cash / Bank Documents added Base Document","Bank Receipt > select Advanced invoice received","0","0","1","0","0"
"","016 Series and applicability parameters for numeration creation","Applicability parameters for numeration creation for Sales Invoice","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""TypesOfLocations""","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""BankPayment""","0","0","1","0","0"
"","Main menu > click open","Employees","0","0","1","0","0"
"","E-factura","Get Call back URL check","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""Calendars""","0","0","1","0","0"
"","Main menu > click open","Sales returns","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""InventoryIncrease""","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""Workplaces""","0","0","1","0","0"
"","BD available not available columns","BR Incasari de la clienti din livrari","0","0","1","0","0"
"","Cash / Bank Documents added Base Document","Bank Payment > select Sales return","0","0","1","0","0"
"","Goods Increase In Retail button select/Add","Goods Increase In Retail button select/Add","1","0","0","0","0"
"","PI gener on AIR/SI gener on AII","Purchase Invoice Vendor VAT payer Partial advance set-off","1","0","0","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""Series""","0","0","1","0","0"
"","040 Bank receipt document create","Bank receipt social capital","0","0","1","0","0"
"","MainMenu","Resurse umane","0","0","1","0","0"
"","BankReceipt change cash flow activity","BR> Incasari rambursari sume neutilizate de la avans de trezorerie (Val)","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""AccessGroups""","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Purchase Invoice","0","0","1","0","0"
"","Settlements Adjustment check list Document","Cash receipt","0","0","1","0","0"
"","VAT rates selection check","VAT payer on encashment Additional expenses","1","0","0","0","0"
"","BankReceipt change cash flow activity","BR> Incasari viramente interne","0","0","1","0","0"
"","Accounting reports detailing check","Account Analyze report","0","0","1","0","0"
"","Inventory transfers","Inventory transfer based on Purchase invoice","0","0","1","0","0"
"","Add to Catalog VAT Rates cod Vat","Add to Catalog VAT Rates Import","0","0","1","0","0"
"","E-Transport filling check","Consignment note creation 50-Export","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""Specifications""","0","0","1","0","0"
"","Document mark/unmark for deletion","Payment Request Ingoing","0","0","1","0","0"
"","Main menu > click open","Settlements by period","0","0","1","0","0"
"","Documents generate on","list SalesOrder button generate AdvancedInvoiceIssued","1","0","0","0","0"
"","Work Document Cash Payment > changes Cash flow activities","CashPayment > Plata Dividende  proprietarilor","0","0","1","0","0"
"","discounts in sales invoice","Data preparation","0","0","1","0","0"
"","060 Cash payment","Cash Payment salary","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""DigitalSignatureAndEncryptionApplications""","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""Specifications""","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""InventoryReconciliation""","0","0","1","0","0"
"","Document mark/unmark for deletion","Sales Invoice","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","avansa Settlements Adjustment DR/ 419.1 KR/ 411.1","1","0","0","0","0"
"","Documents generate on","list/Document PI generate Bank Payment","0","0","1","0","0"
"","BD available not available columns","BP Plati la stat (TVA)","0","0","1","0","0"
"","Cash change CashFlowActivity avai. not availab. columns","CR Incasari rambursari sume neutilizate de la avans de trezorerie","0","0","1","0","0"
"","Y_002 Department functional option check","Report TrialBalance False","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""FileSynchronizationAccounts""","0","0","1","0","0"
"","ReportIncoming VAT display Document","Purchase Return","0","0","1","0","0"
"","Main menu > click open","Declaration 205","0","0","1","0","0"
"","Document mark/unmark for deletion","Customs Declaration","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""RoutineOperationOfClosingMonth""","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""PaymentRequestIngoing""","0","0","1","0","0"
"","016 Series and applicability parameters for numeration creation","Series creation","0","0","1","0","0"
"","Documents generate on","Purchase return button generate document","0","0","1","0","0"
"","Sales Invoice generate documents","Sales Invoice generate Cash Receipt","0","0","1","0","0"
"","AIR>BP>PI>PR>BR>check DR\CR","Purchase Invoice 6","0","0","1","0","0"
"","160 Assembly build and Specification creation","Data preparation","0","0","1","0","0"
"","BD available not available columns","BP Plati la stat (Vama)","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""BankReceipt""","0","0","1","0","0"
"","Settlements Adjustment check list Document","Vat payer status","0","0","1","0","0"
"","VAT rates selection check","VAT payer on release","0","0","1","0","0"
"","Weighted average method","Sales invoice","1","0","0","0","0"
"","015 Accounting items creating","Create a received service Service received test created","1","0","0","0","0"
"","002 Smoke tests documents","Object form opening ""CashReceipt""","0","0","1","0","0"
"","Source document","Source document Purchase from vendor","0","0","1","0","0"
"","Main menu > click open","Declaration 406","0","0","1","0","0"
"","Main menu > click open","Set advanced incomes write-off parameters","0","0","1","0","0"
"","240 Locations catalog set default","Locations catalog set default check","0","0","1","0","0"
"","CostCenter(Location)IncomeAndExpenseInDocument","Purchase Invoice","0","0","1","0","0"
"","Bank Receipt>change Currency>appear error","Bank Receipt","0","0","1","0","0"
"","Sales AII_BR_SI_AIIR_SR_BP check DR/CR","AdvancedInvoiceIssued partial payment 3","0","0","1","0","0"
"","Main menu > click open","Fixed assets writes off","0","0","1","0","0"
"","PI gener on AIR/SI gener on AII","Sales Invoice Partial advance set-off","1","0","0","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""ContactInformationKinds""","0","0","1","0","0"
"","Main menu > click open","Account card","0","0","1","0","0"
"","Cash Receipt > changes Cash flow activities","CR > Incasari rambursari sume neutilizate de la avans de trezorerie (Val)","0","0","1","0","0"
"","E-Transport filling check","Consignment note creation 22-Operațiuni în sistem lohn (UE) - ieșire","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","TrialBalance By Account","1","0","0","0","0"
"","MainMenu","Aciziții","0","0","1","0","0"
"","E-factura","Refresh token","1","0","0","0","0"
"","001 Smoke Tests Catalogs","List form opening ""AccountingCheckRules""","0","0","1","0","0"
"","Documents generate on","list Advanced Invoice Received Retorn generate PurchaseInvoice","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""Enterprises""","0","0","1","0","0"
"","Y_002 Department functional option check","Purchase order","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""AdvancedInvoiceIssued""","0","0","1","0","0"
"","MainMenu","Contabilitate_Liste și setări","0","0","1","0","0"
"","Documents generate on","SI generate Cash Receipt","1","0","0","0","0"
"","Main menu > click open","Declaration 100","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Settlements Adjustment DR/ 401.2 KR/ 411.2 EUR","1","0","0","0","0"
"","Documents generate on","PI generate Advance Report","1","0","0","0","0"
"","001 Smoke Tests Catalogs","List form opening ""Calendars""","0","0","1","0","0"
"","Docs create SAve OPen Close","Set Advanced Income Write off Parameters","0","0","1","0","0"
"","Cash change CashFlowActivity avai. not availab. columns","CR Incasari de la clienti din livrari","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Bank Receipt EUR","0","0","1","0","0"
"","Sales order creating","Sales order creating","1","0","0","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""HardwareDrivers""","0","0","1","0","0"
"","Document mark/unmark for deletion","Advance Report","0","0","1","0","0"
"","120 Additional expenses","Create Additional expenses Vendor VAT payer","1","0","0","0","0"
"","Documents generate on","list SI generate Cash Receipt","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Filling in the ""Currencies"" catalog","0","0","1","0","0"
"","Work Document Bank Payment > changes Cash flow activities","Bank Payment > changes Cash flow activities 665.1","0","0","1","0","0"
"","Intangible assets","Intangible assets book after write-off","0","0","1","0","0"
"","Y_002 Department functional option check","Report Account details book False","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Bank Receipt avans","0","0","1","0","0"
"","Company settings","Bank account creation","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""IntangibleAssetsWriteOff""","0","0","1","0","0"
"","002 Smoke tests documents","Creating and posting ""AdvanceReport""","0","0","1","0","0"
"","220 Sales invoice and Sales return","Counterparty Individual Romania creation","0","0","1","0","0"
"","160 Assembly build and Specification creation","Purchase Invoice","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""CashReceipt""","0","0","1","0","0"
"","Company settings","Company settings","1","0","0","0","0"
"","Company settings","Default location creation","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""States""","0","0","1","0","0"
"","E-factura","Token settings","0","0","1","0","0"
"","Accounting reports detailing check","ACCOUNTING RECORDS JOURNAL","0","0","1","0","0"
"","Document mark/unmark for deletion","Payment Request Outgoing","0","0","1","0","0"
"","Settlements Adjustment check list Document","Bank Receipt","0","0","1","0","0"
"","Docs create SAve OPen Close","Change Fixed Assets Parameters","0","0","1","0","0"
"","Main menu > click open","Expense reports","0","0","1","0","0"
"","Y_002 Department functional option check","Bank Payment True","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""SalesInvoice""","0","0","1","0","0"
"","PIShipToPunctDeComertAmanuntPrincipalTabTradeAllowancesVat 0 %","Create Document Purchase Invoice on Punct de comert amanunt principal","1","0","0","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""DataExchangeScenarios""","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""DigitalSignatureAndEncryptionApplications""","0","0","1","0","0"
"","E-Transport filling check","Consignment note creation 10-Achiziţie intracomunitară","0","0","1","0","0"
"","Y_002 Department functional option check","Exit notice True","0","0","1","0","0"
"","Purchase Invoices generate documents","Purchase Invoices generate CustomsDeclaration","0","0","1","0","0"
"","Y_002 Department functional option check","Sales Order","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""Files""","0","0","1","0","0"
"","AIR>BP>PI>PR>BR>check DR\CR","Air and Air return 5","0","0","1","0","0"
"","003_1 Classifiers import","VAT Rates classifier import","1","0","0","0","0"
"","160 Assembly build and Specification creation","Sales invoice for assembled Good quantitative assembled","0","0","1","0","0"
"","VAT rates selection check","Customer VAT non payer Additional expenses","0","0","1","0","0"
"","Documents generate on","list/Document PO generate Cash Payment","0","0","1","0","0"
"","Source document","Source document Payment to vendor","0","0","1","0","0"
"","Y_002 Department functional option check","Set Advanced Expenses Write off Parameters","0","0","1","0","0"
"","BD available not available columns","BP Plati la fondatori aferente rambursarii capitalului social","0","0","1","0","0"
"","Cash change CashFlowActivity avai. not availab. columns","CP Plati la stat (TVA)","0","0","1","0","0"
"","Work Document Cash Payment > changes Cash flow activities","Create Cash Payment cash flow activity 401.1 Furnizori","0","0","1","0","0"
"","Cash Receipt > changes Cash flow activities","CR > Incasari Numerar de la Magazine / Puncte de comerț Amanunt  (Cantitativ)","0","0","1","0","0"
"","Cash and Bank payment fill by Purchase invoices check","Bank Payment check","0","0","1","0","0"
"","E-transport sending files","Data preparation Locations","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""TaxTypes""","0","0","1","0","0"
"","Accounting reports detailing check","Bank book","0","0","1","0","0"
"","015 Accounting items creating","Create a Packing","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Settlements Adjustment DR/ 401.2 KR/ 409.11 EUR","1","0","0","0","0"
"","Settlements Adjustment >DR/CR","AdvancedInvoiceIssued","0","0","1","0","0"
"","Documents generate on","PI generate Inventory Transfer","0","0","1","0","0"
"","Inventory Items commissioning","Check Department after basis doc deletion","0","0","1","0","0"
"","012 Counterparties creation","Create a EU member counterparty","0","0","1","0","0"
"","Purchase order generation on","Preparation","0","0","1","0","0"
"","BD available not available columns","BR Incasari rambursari sume neutilizate de la avans de trezorerie (Val)","0","0","1","0","0"
"","Purchase Invoices generate documents","PurchaseOrder generate BankPayment","0","0","1","0","0"
"","AIR>BP>PI>PR>BR>check DR\CR","BP_PI_PR_BR 6","0","0","1","0","0"
"","Settlements Adjustment check list Document","Additional Expenses","0","0","1","0","0"
"","075 Expense report  Currency","CP Plati pentru avans de trezorerie (Val)","1","0","0","0","0"
"","Document mark/unmark for deletion","Advanced Invoice Issued","1","0","0","0","0"
"","Settlements Adjustment check list Document","InformationRegister.CompanyVATPayerInformation","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""VATRates""","0","0","1","0","0"
"","Inventory transfers","Inventory transfer","1","0","0","0","0"
"","Settlements Adjustment >DR/CR","Cash payment","0","0","1","0","0"
"","Document mark/unmark for deletion","Inventory Increase","0","0","1","0","0"
"","EU resident doesn`t choose Currency RON","Companies.Command.Vendors","0","0","1","0","0"
"","Cash Receipt > changes Cash flow activities","CR > Incasari viramente interne","0","0","1","0","0"
"","E-factura","Incoming invoices download the documents","0","0","1","0","0"
"","Cash and Bank receipt fill by Sales invoices check","Bank receipt check","0","0","1","0","0"
"","010 Accounting policy filling","Accounting policy filling check","0","0","1","0","0"
"","Documents generate on","list Advanced Invoice Received Retorn generate CashPayment","0","0","1","0","0"
"","Y_002 Department functional option check","Set Department functional option ON","0","0","1","0","0"
"","240 Locations catalog set default","Mark Unmark for deletion","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""Years""","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""Currencies""","0","0","1","0","0"
"","Y_002 Department functional option check","Advance Report True","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""BankAccounts""","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""CustomsClassifier""","0","0","1","0","0"
"","Documents generate on","AdvanceReport  generate BankPayment","0","0","1","0","0"
"","100 Fixed and intangible assets","Create the fixed assets","0","0","1","0","0"
"","VAT rates selection check","Data preparation","0","0","1","0","0"
"","Check currency conversion for EU resident","Cash Payment EUR","0","0","1","0","0"
"","Documents generate on","SalesOrder button generate SalesInvoice","1","0","0","0","0"
"","MainMenu","Stocuri","0","0","1","0","0"
"","Purchase Invoices generate documents","Purchase Invoices generate SalesInvoice","0","0","1","0","0"
"","Purchase Invoices generate documents","Purchase Invoices generate Bank Payment","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""SourceDocumentsOriginalsStates""","0","0","1","0","0"
"","100 Fixed and intangible assets","Data preparation Location","0","0","1","0","0"
"","Y_002 Department functional option check","Report Cash book True","1","0","0","0","0"
"","Main menu > click open","Account turnovers","0","0","1","0","0"
"","Y_002 Department functional option check","Change Intangible Assets Parameters True","0","0","1","0","0"
"","Cash / Bank Documents added Base Document","Bank Payment > select Advanced invoice received","0","0","1","0","0"
"","Cash Flow Activity","Add to Catalog Cash Flow Activities","0","0","1","0","0"
"","Documents generate on","list AdvanceReport  generate BankPayment","0","0","1","0","0"
"","Documents generate on","SI generate BankReceipt","1","0","0","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""OrganizationalLegalForms""","0","0","1","0","0"
"","070 Expense report","Purchase Invoice  in Ron 2","0","0","1","0","0"
"","220 Sales invoice and Sales return","Sales invoice for products based on Sales order","0","0","1","0","0"
"","Cash / Bank Documents added Base Document","AdvancedInvoiceReceived","0","0","1","0","0"
"","100 Fixed and intangible assets","Purchase invoice for tangible assets Vendor VAT non payer","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""FilesFolders""","0","0","1","0","0"
"","Chart of accounts check","Chart of accounts SAFT codes check","0","0","1","0","0"
"","Docs create SAve OPen Close","Inventory Reconciliation","0","0","1","0","0"
"","VAT calculation check","Sales invoice","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""SetAdvancedIncomeWriteoffParameters""","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""ChangeFixedAssetsParameters""","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""InventoryTransfer""","0","0","1","0","0"
"","Docs create SAve OPen Close","Purchase Invoice","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""Notes""","0","0","1","0","0"
"","Cash change CashFlowActivity avai. not availab. columns","CP Plati la furnizori de stocuri","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","InformationRegister.CompanyVATPayerInformation","0","0","1","0","0"
"","Print forms check","Accounting bill","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Settlements Adjustment DR/ 401.1 KR/ 401.1","1","0","0","0","0"
"","Documents generate on","Advanced Invoice Received Retorn  generate BankPayment","0","0","1","0","0"
"","Cash / Bank Documents added Base Document","Bank Receipt > select","0","0","1","0","0"
"","Sales order and Sales invoice creating","Sales Invoice generate","1","0","0","0","0"
"","070 Expense report","Expense report payment to vendor","1","0","0","0","0"
"","075 Expense report  Currency","Purchase Invoice  in EUR","0","0","1","0","0"
"","Documents generate on","AdvancedInvoiceIssued button generate document","0","0","1","0","0"
"","002 Smoke tests documents","List form opening ""NoticeOfEntry""","0","0","1","0","0"
"","Check must be filled:Description/SKU/Code of customs/Unit/Income and expense","Products Services provided","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""IncomeAndExpenseItems""","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""ReportsOptions""","0","0","1","0","0"
"","003_FirstLaunchCatalogsFilling","Counterparties GL accounts check","0","0","1","0","0"
"","Document mark/unmark for deletion","Cash Payment","1","0","0","0","0"
"","Documents generate on","list SI generate PaymentRequestIngoing","0","0","1","0","0"
"","101 Change Fixed Assets Parameters","Fixed assets depreciation","0","0","1","0","0"
"","101 Change Fixed Assets Parameters","Fixed assets depreciation after transfer","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Vat payer status","0","0","1","0","0"
"","Documents generate on","list AdditionalExpenses  generate BankPayment","0","0","1","0","0"
"","220 Sales invoice and Sales return","Sales invoice for individual EU","1","0","0","0","0"
"","Document mark/unmark for deletion","Bank Receipt","0","0","1","0","0"
"","100 Fixed and intangible assets","Fixed assets preparation","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""Banks""","0","0","1","0","0"
"","Main menu > click open","Individuals","0","0","1","0","0"
"","100 Fixed and intangible assets","Data preparation Catalog.VATRates","0","0","1","0","0"
"","Check currency conversion for EU resident","Catalog.Contracts","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""Departments""","0","0","1","0","0"
"","Payment request outgoing","Payment request outgoing Purhase invoices correct Choise form name check","0","0","1","0","0"
"","Documents generate on","list SalesOrder button generate PurchaseOrder","1","0","0","0","0"
"","Work Document Cash Payment > changes Cash flow activities","CashPayment > Plati la furnizori de stocuri","0","0","1","0","0"
"","Work Document Cash Payment > changes Cash flow activities","CP > Plati pentru avans de trezorerie (Val)","0","0","1","0","0"
"","002 Smoke tests documents","Creating and posting ""InventoryInCommissioningTransfer""","0","0","1","0","0"
"","BD available not available columns","BP Plati pentru avans de trezorerie (Val)","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""TaskPerformersGroups""","0","0","1","0","0"
"","Cash change CashFlowActivity avai. not availab. columns","CR Incasari din difrente de curs pozitive","0","0","1","0","0"
"","Close month","Close month","0","0","1","0","0"
"","Documents generate on","list PI generate Inventory Items Commissionin","0","0","1","0","0"
"","070 Expense report","Checking by report Trial balance by account","0","0","1","0","0"
"","Goods Transfer To Retail check DR/CR","Data Vendors","0","0","1","0","0"
"","Y_002 Department functional option check","Change Intangible Assets Parameters False","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""AdvancedInvoiceIssued""","0","0","1","0","0"
"","Y_002 Department functional option check","Set Advanced Expenses Write off Parameters True","0","0","1","0","0"
"","Close month","Create Year item","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""CashFlowActivities""","0","0","1","0","0"
"","Main menu > click open","Declaration 398","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""UserReportSettings""","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""Contracts""","0","0","1","0","0"
"","016 Series and applicability parameters for numeration creation","Applicability parameters for numeration creation	for Sales Return","0","0","1","0","0"
"","Cash / Bank Documents added Base Document","Cash Receipt > select Advanced invoice received","0","0","1","0","0"
"","Cash and Bank receipt fill by Sales invoices check","Cash receipt check","0","0","1","0","0"
"","Discounts in Purchase Invoice","Data preparation","0","0","1","0","0"
"","Main menu > click open","Regulated report","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""Positions""","0","0","1","0","0"
"","Documents generate on","list PI generate Change of fixed asset parameters","1","0","0","0","0"
"","Cash change CashFlowActivity avai. not availab. columns","CP Plati pentru avans de trezorerie (Val)","0","0","1","0","0"
"","002 Smoke tests documents","Creating and posting ""BankReceipt""","0","0","1","0","0"
"","Declaration opening","Save declarations","0","0","1","0","0"
"","Main menu > click open","Trial Balance","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""FixedAssetsClassifier""","0","0","1","0","0"
"","Sales Invoice generate documents","SalesOrder generate Sales invoice","1","0","0","0","0"
"","Check currency conversion for EU resident","Exit Notice Yen","1","0","0","0","0"
"","Y_002 Department functional option check","Advanced Invoice Received","0","0","1","0","0"
"","Check currency conversion for EU resident","Advanced Invoice Issued JPY","1","0","0","0","0"
"","002 Smoke tests documents","List form opening ""InventoryIncrease""","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""QuestionnaireTemplateQuestions""","0","0","1","0","0"
"","Y_002 Department functional option check","Set Advanced Income Write off Parameters False","0","0","1","0","0"
"","Work Document Bank Payment > changes Cash flow activities","Bank Payment > changes Cash flow activities 441.1","0","0","1","0","0"
"","Weighted average method","Additional expenses","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""CashFlowActivities""","0","0","1","0","0"
"","100 Fixed and intangible assets","Purchase invoice for tangible assets Vendor VAT payer on release","0","0","1","0","0"
"","AIR>BP>PI>PR>BR>check DR\CR","PI_PR second case","1","0","0","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""GroupsOfVATRates""","0","0","1","0","0"
"","015 Accounting items creating","Create a Materie prime","0","0","1","0","0"
"","004_QuickSettings","Accounting policy creation","0","0","1","0","0"
"","Work Document Bank Payment > changes Cash flow activities","deletion","0","0","1","0","0"
"","Documents generate on","AdvanceReport  generate CashPayment","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""AdvancedInvoiceReceived""","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""PostalDistricts""","0","0","1","0","0"
"","002 Smoke tests documents","Object form opening ""FixedAssetsReconciliation""","0","0","1","0","0"
"","MainMenu","Vânzări cu amănunt","0","0","1","0","0"
"","Documents generate on","FixedAssets generate","1","0","0","0","0"
"","015 Accounting items creating","Create a tangible asset","0","0","1","0","0"
"","Check currency conversion for EU resident","Sales Order  Yen","1","0","0","0","0"
"","015 Accounting items creating","Preparation","1","0","0","0","0"
"","Documents generate on","Advanced Invoice Received  generate CashPayment","0","0","1","0","0"
"","Cash / Bank Documents added Base Document","AdvancedInvoiceIssued","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""AccessKeys""","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""PredefinedReportsOptions""","0","0","1","0","0"
"","Documents generate on","PR generate Bank Receipt","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""WorldCountries""","0","0","1","0","0"
"","AIR>BP>PI>PR>BR>check DR\CR","Advanced invoice received 7_2","0","0","1","0","0"
"","Set Advanced income Write off Parameters","Opening balance Advance income","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""PostalDistricts""","0","0","1","0","0"
"","Settlements Adjustment >DR/CR","Data preparation","0","0","1","0","0"
"","Documents generate on","list Advanced Invoice Received generate BankReceipt","0","0","1","0","0"
"","Cash and Bank payment fill by Purchase invoices check","Cash Payment check","0","0","1","0","0"
"","Weighted average method","Purchase invoice","1","0","0","0","0"
"","101 Change Fixed Assets Parameters","Report Fix asset card SET mobila birou B3210","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""Taxes""","0","0","1","0","0"
"","Close month","Preparation end of month document","0","0","1","0","0"
"","003_FirstLaunchCatalogsFilling","Cash Flow Activities","0","0","1","0","0"
"","Cash Receipt > changes Cash flow activities","Create Cash Receipt cash flow activity 411.1","0","0","1","0","0"
"","001 Smoke Tests Catalogs","List form opening ""Enterprises""","0","0","1","0","0"
"","001 Smoke Tests Catalogs","Object form opening ""TypeOfIntangibleOrTangibileAssets""","0","0","1","0","0"
