"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 17 04:07:10 UTC 2024","Wed Jul 17 04:07:12 UTC 2024","2353","","PI gener on AIR/SI gener on AII","","","","(VATOnRelease) Sales Invoice Ship from",""
"failed","Wed Jul 17 02:34:59 UTC 2024","Wed Jul 17 02:35:12 UTC 2024","13407","","220 Sales invoice and Sales return","","","","(VATOnRelease) Sales return",""
"passed","Wed Jul 17 04:14:30 UTC 2024","Wed Jul 17 04:14:32 UTC 2024","1618","","Y_002 Department functional option check","","","","(VATOnRelease) Payment Request Ingoing True",""
"passed","Wed Jul 17 04:11:25 UTC 2024","Wed Jul 17 04:11:29 UTC 2024","3737","","Sales AII_BR_SI_AIIR_SR_BP check DR/CR","","","","(VATOnRelease) Advanced Invoice Issued 7-2",""
"failed","Wed Jul 17 03:29:01 UTC 2024","Wed Jul 17 03:29:11 UTC 2024","9599","","Settlements Adjustment >DR/CR","","","","(VATOnRelease) avansa Settlements Adjustment DR/ 401.2 KR/ 409.33",""
"passed","Wed Jul 17 02:07:43 UTC 2024","Wed Jul 17 02:07:45 UTC 2024","1919","","000_SetUseVanessaEXTadd-in","","","","(VATOnRelease) Praperation variables",""
"failed","Wed Jul 17 03:26:08 UTC 2024","Wed Jul 17 03:26:19 UTC 2024","10459","","Settlements Adjustment >DR/CR","","","","(VATOnRelease) Settlements Adjustment DR/ 411.1 KR/ avans 419.1",""
"passed","Wed Jul 17 02:08:29 UTC 2024","Wed Jul 17 02:08:30 UTC 2024","970","","001 Smoke Tests Catalogs","","","","(VATOnRelease) List form opening ""FileSynchronizationAccounts""",""
"passed","Wed Jul 17 03:07:04 UTC 2024","Wed Jul 17 03:07:06 UTC 2024","2425","","Documents generate on","","","","(VATOnRelease) list PR generate CashReceipt",""
"failed","Wed Jul 17 03:15:52 UTC 2024","Wed Jul 17 03:15:59 UTC 2024","6689","","Sales Invoice generate documents","","","","(VATOnRelease) SalesOrder generate Purchase Order",""
"passed","Wed Jul 17 02:15:35 UTC 2024","Wed Jul 17 02:15:37 UTC 2024","1691","","002 Smoke tests documents","","","","(VATOnRelease) Creating and posting ""BankPayment""",""
"passed","Wed Jul 17 02:11:04 UTC 2024","Wed Jul 17 02:11:06 UTC 2024","1267","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""MagneticCardsTemplates""",""
"passed","Wed Jul 17 02:14:32 UTC 2024","Wed Jul 17 02:14:33 UTC 2024","1267","","002 Smoke tests documents","","","","(VATOnRelease) Object form opening ""SalesOrder""",""
"passed","Wed Jul 17 02:31:46 UTC 2024","Wed Jul 17 02:31:55 UTC 2024","9745","","140 Advanced invoice received","","","","(VATOnRelease) Advanced invoice received EUR",""
"passed","Wed Jul 17 03:57:12 UTC 2024","Wed Jul 17 03:57:25 UTC 2024","12976","","BankReceipt change cash flow activity","","","","(VATOnRelease) AdvancedInvoiceIssued",""
"passed","Wed Jul 17 03:14:01 UTC 2024","Wed Jul 17 03:14:04 UTC 2024","2926","","Documents generate on","","","","(VATOnRelease) InventoryInCommissioningTransfer generate",""
"failed","Wed Jul 17 02:09:49 UTC 2024","Wed Jul 17 02:09:55 UTC 2024","6215","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""UoMClassifier""",""
"passed","Wed Jul 17 02:22:48 UTC 2024","Wed Jul 17 02:23:01 UTC 2024","12898","","070 Expense report","","","","(VATOnRelease) Preparation add cash flow activities 625",""
"passed","Wed Jul 17 04:00:33 UTC 2024","Wed Jul 17 04:00:35 UTC 2024","1940","","Cash Receipt > changes Cash flow activities","","","","(VATOnRelease) CR > Incasari din difrente de curs pozitive",""
"passed","Wed Jul 17 02:08:22 UTC 2024","Wed Jul 17 02:08:23 UTC 2024","1158","","001 Smoke Tests Catalogs","","","","(VATOnRelease) List form opening ""ExternalUsersGroups""",""
"failed","Wed Jul 17 02:13:20 UTC 2024","Wed Jul 17 02:13:23 UTC 2024","3878","","004_QuickSettings","","","","(VATOnRelease) Check company info",""
"passed","Wed Jul 17 03:55:38 UTC 2024","Wed Jul 17 03:56:05 UTC 2024","26824","","Work Document Bank Payment > changes Cash flow activities","","","","(VATOnRelease) Settings Automatically",""
"passed","Wed Jul 17 02:09:00 UTC 2024","Wed Jul 17 02:09:01 UTC 2024","1111","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""StringContactInteractions""",""
"failed","Wed Jul 17 02:16:10 UTC 2024","Wed Jul 17 02:16:24 UTC 2024","14041","","003_1 Classifiers import","","","","(VATOnRelease) Errors message check VAT Rates classifier import",""
"passed","Wed Jul 17 03:58:13 UTC 2024","Wed Jul 17 03:58:15 UTC 2024","1924","","Cash / Bank Documents added Base Document","","","","(VATOnRelease) Bank Receipt > select Sales Invoice",""
"failed","Wed Jul 17 02:48:33 UTC 2024","Wed Jul 17 02:48:43 UTC 2024","9350","","Inventory Items commissioning","","","","(VATOnRelease) Inventory item commissioning by adding a row",""
"failed","Wed Jul 17 03:10:45 UTC 2024","Wed Jul 17 03:10:52 UTC 2024","7642","","Documents generate on","","","","(VATOnRelease) SalesOrder button generate PurchaseOrder",""
"failed","Wed Jul 17 04:05:06 UTC 2024","Wed Jul 17 04:05:14 UTC 2024","7787","","Document mark/unmark for deletion","","","","(VATOnRelease) Bank Payment",""
"failed","Wed Jul 17 02:59:21 UTC 2024","Wed Jul 17 02:59:41 UTC 2024","19413","","Discounts in Purchase Invoice","","","","(VATOnRelease) Purchase Invoice Comercian not item",""
"passed","Wed Jul 17 02:39:20 UTC 2024","Wed Jul 17 02:39:21 UTC 2024","1002","","Main menu > click open","","","","(VATOnRelease) Additional Expenses",""
"passed","Wed Jul 17 03:29:41 UTC 2024","Wed Jul 17 03:29:43 UTC 2024","2034","","E-factura","","","","(VATOnRelease) Company settings",""
"passed","Wed Jul 17 03:58:26 UTC 2024","Wed Jul 17 03:58:28 UTC 2024","2065","","Cash / Bank Documents added Base Document","","","","(VATOnRelease) Cash Receipt > select",""
"passed","Wed Jul 17 04:14:44 UTC 2024","Wed Jul 17 04:14:45 UTC 2024","1207","","Y_002 Department functional option check","","","","(VATOnRelease) Report AccountCard True",""
"passed","Wed Jul 17 03:18:09 UTC 2024","Wed Jul 17 03:18:13 UTC 2024","3771","","Payment request ingoing","","","","(VATOnRelease) Preparation Sales invoice",""
"passed","Wed Jul 17 04:14:47 UTC 2024","Wed Jul 17 04:14:48 UTC 2024","1208","","Y_002 Department functional option check","","","","(VATOnRelease) Report TrialBalance True",""
"passed","Wed Jul 17 02:39:26 UTC 2024","Wed Jul 17 02:39:27 UTC 2024","989","","Main menu > click open","","","","(VATOnRelease) Exit notices",""
"passed","Wed Jul 17 04:12:21 UTC 2024","Wed Jul 17 04:12:24 UTC 2024","3045","","Y_002 Department functional option check","","","","(VATOnRelease) Additional Expenses",""
"passed","Wed Jul 17 02:46:48 UTC 2024","Wed Jul 17 02:46:51 UTC 2024","2898","","Individuals","","","","(VATOnRelease) Identity document creation",""
"passed","Wed Jul 17 02:14:43 UTC 2024","Wed Jul 17 02:14:44 UTC 2024","1189","","002 Smoke tests documents","","","","(VATOnRelease) List form opening ""PaymentRequestIngoing""",""
"passed","Wed Jul 17 02:08:57 UTC 2024","Wed Jul 17 02:08:58 UTC 2024","1036","","001 Smoke Tests Catalogs","","","","(VATOnRelease) List form opening ""SourceDocumentsOriginalsStates""",""
"failed","Wed Jul 17 02:13:06 UTC 2024","Wed Jul 17 02:13:13 UTC 2024","7103","","004_QuickSettings","","","","(VATOnRelease) Set addresses",""
"passed","Wed Jul 17 03:18:56 UTC 2024","Wed Jul 17 03:18:59 UTC 2024","2889","","Accounting reports detailing check","","","","(VATOnRelease) General journal",""
"passed","Wed Jul 17 03:07:10 UTC 2024","Wed Jul 17 03:07:14 UTC 2024","3239","","Documents generate on","","","","(VATOnRelease) AdditionalExpenses button generate document",""
"passed","Wed Jul 17 02:34:00 UTC 2024","Wed Jul 17 02:34:15 UTC 2024","15413","","220 Sales invoice and Sales return","","","","(VATOnRelease) Sales invoice for products without Sales order",""
"passed","Wed Jul 17 03:36:22 UTC 2024","Wed Jul 17 03:36:25 UTC 2024","2654","","VAT rates selection check","","","","(VATOnRelease) Customer VAT non payer NoticeOfEntry",""
"passed","Wed Jul 17 03:20:31 UTC 2024","Wed Jul 17 03:20:35 UTC 2024","4099","","Sales invoice additional information filling","","","","(VATOnRelease) Sales invoice additional information filling",""
"passed","Wed Jul 17 02:14:46 UTC 2024","Wed Jul 17 02:14:47 UTC 2024","1203","","002 Smoke tests documents","","","","(VATOnRelease) Object form opening ""PaymentRequestOutgoing""",""
"passed","Wed Jul 17 02:39:28 UTC 2024","Wed Jul 17 02:39:29 UTC 2024","1020","","Main menu > click open","","","","(VATOnRelease) Warehouse documents",""
"passed","Wed Jul 17 02:14:53 UTC 2024","Wed Jul 17 02:14:54 UTC 2024","1254","","002 Smoke tests documents","","","","(VATOnRelease) Object form opening ""ExitNotice""",""
"failed","Wed Jul 17 04:18:05 UTC 2024","Wed Jul 17 04:18:15 UTC 2024","10028","","Goods Increase In Retail button select/Add","","","","(VATOnRelease) Goods Increase In Retail",""
"passed","Wed Jul 17 03:59:40 UTC 2024","Wed Jul 17 03:59:42 UTC 2024","2300","","Work Document Cash Payment > changes Cash flow activities","","","","(VATOnRelease) CP > Plati pentru avans de trezorerie",""
"passed","Wed Jul 17 02:11:14 UTC 2024","Wed Jul 17 02:11:15 UTC 2024","1063","","001 Smoke Tests Catalogs","","","","(VATOnRelease) List form opening ""Taxes""",""
"passed","Wed Jul 17 02:47:33 UTC 2024","Wed Jul 17 02:47:37 UTC 2024","4409","","Intangible assets","","","","(VATOnRelease) Calculate amortization of intangible assets",""
"passed","Wed Jul 17 04:04:00 UTC 2024","Wed Jul 17 04:04:07 UTC 2024","6899","","Document mark/unmark for deletion","","","","(VATOnRelease) Inventory Reconciliation Fact",""
"failed","Wed Jul 17 03:37:10 UTC 2024","Wed Jul 17 03:37:18 UTC 2024","8748","","VAT rates selection check","","","","(VATOnRelease) Foreign customer NoticeOfEntry",""
"passed","Wed Jul 17 03:17:30 UTC 2024","Wed Jul 17 03:17:31 UTC 2024","563","","Notice of entry","","","","(VATOnRelease) Preparation",""
"passed","Wed Jul 17 03:57:47 UTC 2024","Wed Jul 17 03:57:47 UTC 2024","658","","Cash / Bank Documents added Base Document","","","","(VATOnRelease) Vat payer status",""
"passed","Wed Jul 17 02:39:11 UTC 2024","Wed Jul 17 02:39:13 UTC 2024","1455","","Main menu > click open","","","","(VATOnRelease) Bank book",""
"passed","Wed Jul 17 04:13:51 UTC 2024","Wed Jul 17 04:13:53 UTC 2024","1631","","Y_002 Department functional option check","","","","(VATOnRelease) Sales Invoice True",""
"failed","Wed Jul 17 02:56:24 UTC 2024","Wed Jul 17 02:56:38 UTC 2024","13387","","Check currency conversion for EU resident","","","","(VATOnRelease) Sales Invoice YEN",""
"failed","Wed Jul 17 03:33:37 UTC 2024","Wed Jul 17 03:33:49 UTC 2024","11736","","E-transport sending files","","","","(VATOnRelease) Consignment note posting 20-Livrare intracomunitară for sending",""
"failed","Wed Jul 17 03:24:29 UTC 2024","Wed Jul 17 03:24:44 UTC 2024","14752","","Settlements Adjustment >DR/CR","","","","(VATOnRelease) Purchase Invoice and sales Invoice",""
"passed","Wed Jul 17 03:59:51 UTC 2024","Wed Jul 17 03:59:53 UTC 2024","1917","","Work Document Cash Payment > changes Cash flow activities","","","","(VATOnRelease) CP > Plati la stat (Impozitul pe profit)",""
"passed","Wed Jul 17 04:18:19 UTC 2024","Wed Jul 17 04:18:21 UTC 2024","2378","","Weighted average method","","","","(VATOnRelease) Set Accounting policy",""
"passed","Wed Jul 17 02:08:42 UTC 2024","Wed Jul 17 02:08:43 UTC 2024","1036","","001 Smoke Tests Catalogs","","","","(VATOnRelease) List form opening ""PredefinedExtensionsReportsOptions""",""
"passed","Wed Jul 17 02:40:01 UTC 2024","Wed Jul 17 02:40:02 UTC 2024","1470","","Main menu > click open","","","","(VATOnRelease) Analysis by dimension",""
"failed","Wed Jul 17 02:36:11 UTC 2024","Wed Jul 17 02:36:27 UTC 2024","16793","","Sales invoice created on Exit notice","","","","(VATOnRelease) Generate Sales invoice on Exit notice",""
"passed","Wed Jul 17 02:10:06 UTC 2024","Wed Jul 17 02:10:08 UTC 2024","1187","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""FixedAssetsClassifier""",""
"passed","Wed Jul 17 03:08:44 UTC 2024","Wed Jul 17 03:08:46 UTC 2024","2462","","Documents generate on","","","","(VATOnRelease) Advanced Invoice Received Retorn generate CashPayment",""
"passed","Wed Jul 17 02:39:15 UTC 2024","Wed Jul 17 02:39:16 UTC 2024","1032","","Main menu > click open","","","","(VATOnRelease) Purchase orders",""
"passed","Wed Jul 17 04:09:42 UTC 2024","Wed Jul 17 04:09:46 UTC 2024","3918","","Sales AII_BR_SI_AIIR_SR_BP check DR/CR","","","","(VATOnRelease) Purchase Invoice",""
"passed","Wed Jul 17 02:17:45 UTC 2024","Wed Jul 17 02:17:53 UTC 2024","8318","","012 Counterparties creation","","","","(VATOnRelease) Create a Customer",""
"failed","Wed Jul 17 04:16:43 UTC 2024","Wed Jul 17 04:16:53 UTC 2024","10500","","Retail operations","","","","(VATOnRelease) Create Set Trade Allowances baton Fill from base document",""
"passed","Wed Jul 17 04:00:25 UTC 2024","Wed Jul 17 04:00:27 UTC 2024","1991","","Cash Receipt > changes Cash flow activities","","","","(VATOnRelease) CR > Incasari rambursari sume neutilizate de la avans de trezorerie",""
"passed","Wed Jul 17 02:41:34 UTC 2024","Wed Jul 17 02:41:35 UTC 2024","1161","","Check work Customs Declaration","","","","(VATOnRelease) Data preparation",""
"passed","Wed Jul 17 02:44:13 UTC 2024","Wed Jul 17 02:44:15 UTC 2024","1628","","Docs create SAve OPen Close","","","","(VATOnRelease) Assembly",""
"passed","Wed Jul 17 03:03:02 UTC 2024","Wed Jul 17 03:03:17 UTC 2024","15093","","Documents generate on","","","","(VATOnRelease) Purchase Invoice for button generate document",""
"passed","Wed Jul 17 03:12:24 UTC 2024","Wed Jul 17 03:12:26 UTC 2024","1681","","Documents generate on","","","","(VATOnRelease) AdvancedInvoiceIssued Return UndoPosting",""
"passed","Wed Jul 17 02:39:02 UTC 2024","Wed Jul 17 02:39:04 UTC 2024","1314","","first start user creation","","","","(VATOnRelease) Catalog Users",""
"passed","Wed Jul 17 03:35:46 UTC 2024","Wed Jul 17 03:35:49 UTC 2024","2925","","VAT rates selection check","","","","(VATOnRelease) Customer VAT non payer",""
"passed","Wed Jul 17 02:39:58 UTC 2024","Wed Jul 17 02:40:00 UTC 2024","1487","","Main menu > click open","","","","(VATOnRelease) Account analyze",""
"passed","Wed Jul 17 02:14:28 UTC 2024","Wed Jul 17 02:14:29 UTC 2024","1204","","002 Smoke tests documents","","","","(VATOnRelease) List form opening ""PurchaseReturn""",""
"failed","Wed Jul 17 02:47:00 UTC 2024","Wed Jul 17 02:47:13 UTC 2024","12969","","Intangible assets","","","","(VATOnRelease) Change parameters of intangible assets",""
"failed","Wed Jul 17 02:46:20 UTC 2024","Wed Jul 17 02:46:43 UTC 2024","23036","","ReportIncoming VAT display Document","","","","(VATOnRelease) Incoming VAT",""
"passed","Wed Jul 17 02:39:46 UTC 2024","Wed Jul 17 02:39:47 UTC 2024","1036","","Main menu > click open","","","","(VATOnRelease) Write-offs of intangible assets",""
"passed","Wed Jul 17 02:20:01 UTC 2024","Wed Jul 17 02:20:04 UTC 2024","3600","","020 Opening balance create","","","","(VATOnRelease) Opening balance with Source document",""
"passed","Wed Jul 17 02:40:26 UTC 2024","Wed Jul 17 02:40:27 UTC 2024","957","","Main menu > click open","","","","(VATOnRelease) Accounting Items",""
"failed","Wed Jul 17 03:23:55 UTC 2024","Wed Jul 17 03:24:03 UTC 2024","8787","","Settlements Adjustment check list Document","","","","(VATOnRelease) Settlements Adjustment DR/ 401.1 KR/ 411.1",""
"failed","Wed Jul 17 03:10:22 UTC 2024","Wed Jul 17 03:10:30 UTC 2024","7714","","Documents generate on","","","","(VATOnRelease) SalesOrder button generate CashReceipt",""
"passed","Wed Jul 17 03:36:15 UTC 2024","Wed Jul 17 03:36:19 UTC 2024","4003","","VAT rates selection check","","","","(VATOnRelease) VAT payer on release NoticeOfEntry",""
"passed","Wed Jul 17 03:55:12 UTC 2024","Wed Jul 17 03:55:14 UTC 2024","2056","","Bank Receipt>change Currency>appear error","","","","(VATOnRelease) Bank Payment",""
"passed","Wed Jul 17 02:10:30 UTC 2024","Wed Jul 17 02:10:32 UTC 2024","1300","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""Companies""",""
"passed","Wed Jul 17 02:35:20 UTC 2024","Wed Jul 17 02:35:23 UTC 2024","3055","","220 Sales invoice and Sales return","","","","(VATOnRelease) Counterparties Individual EU creation",""
"passed","Wed Jul 17 02:09:19 UTC 2024","Wed Jul 17 02:09:20 UTC 2024","985","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""Years""",""
"passed","Wed Jul 17 03:08:00 UTC 2024","Wed Jul 17 03:08:02 UTC 2024","2190","","Documents generate on","","","","(VATOnRelease) list AdvanceReport  generate CashReceipt",""
"passed","Wed Jul 17 04:04:07 UTC 2024","Wed Jul 17 04:04:14 UTC 2024","7118","","Document mark/unmark for deletion","","","","(VATOnRelease) Inventory Reconciliation",""
"passed","Wed Jul 17 03:57:25 UTC 2024","Wed Jul 17 03:57:28 UTC 2024","2817","","BankReceipt change cash flow activity","","","","(VATOnRelease) BRchange cash flow activity  411.1",""
"passed","Wed Jul 17 02:18:16 UTC 2024","Wed Jul 17 02:18:20 UTC 2024","4208","","015 Accounting items creating","","","","(VATOnRelease) Create a Goods quantitative",""
"passed","Wed Jul 17 04:02:23 UTC 2024","Wed Jul 17 04:02:30 UTC 2024","7143","","Document mark/unmark for deletion","","","","(VATOnRelease) Set Advanced Income Write off Parameters",""
"passed","Wed Jul 17 03:18:31 UTC 2024","Wed Jul 17 03:18:34 UTC 2024","3051","","Payment request outgoing","","","","(VATOnRelease) Payment request outgoing (Promissory note)",""
"failed","Wed Jul 17 02:25:28 UTC 2024","Wed Jul 17 02:25:42 UTC 2024","14400","","075 Expense report  Currency","","","","(VATOnRelease) Use Multi Currency Expense report",""
"passed","Wed Jul 17 03:58:58 UTC 2024","Wed Jul 17 03:59:00 UTC 2024","1869","","Cash change CashFlowActivity avai. not availab. columns","","","","(VATOnRelease) CP Plati la stat (Impozitul pe profit)",""
"passed","Wed Jul 17 02:58:39 UTC 2024","Wed Jul 17 02:58:53 UTC 2024","14315","","Discounts in Purchase Invoice","","","","(VATOnRelease) Item Discount received Financial",""
"passed","Wed Jul 17 03:56:38 UTC 2024","Wed Jul 17 03:56:41 UTC 2024","2357","","Work Document Bank Payment > changes Cash flow activities","","","","(VATOnRelease) Bank Payment > changes Cash flow activities 581.1",""
"failed","Wed Jul 17 02:11:50 UTC 2024","Wed Jul 17 02:11:54 UTC 2024","4878","","Export scenarios for Products catalog","","","","(VATOnRelease) Create catalog UoMClassifier objects",""
"passed","Wed Jul 17 02:19:32 UTC 2024","Wed Jul 17 02:19:39 UTC 2024","6915","","016 Series and applicability parameters for numeration creation","","","","(VATOnRelease) Applicability parameters for numeration creation	for Sales Order",""
"passed","Wed Jul 17 02:10:22 UTC 2024","Wed Jul 17 02:10:23 UTC 2024","1002","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""ActivityTypes""",""
"passed","Wed Jul 17 02:15:03 UTC 2024","Wed Jul 17 02:15:05 UTC 2024","1196","","002 Smoke tests documents","","","","(VATOnRelease) List form opening ""InventoryReconciliation""",""
"passed","Wed Jul 17 02:40:14 UTC 2024","Wed Jul 17 02:40:15 UTC 2024","989","","Main menu > click open","","","","(VATOnRelease) Balance",""
"passed","Wed Jul 17 02:51:12 UTC 2024","Wed Jul 17 02:51:14 UTC 2024","2096","","Rapoarte Contabile","","","","(VATOnRelease) Opening Rapoart Registru de evidente contabile",""
"failed","Wed Jul 17 02:16:54 UTC 2024","Wed Jul 17 02:16:59 UTC 2024","5288","","003_FirstLaunchCatalogsFilling","","","","(VATOnRelease) Income and Expences catalog",""
"failed","Wed Jul 17 03:11:55 UTC 2024","Wed Jul 17 03:12:03 UTC 2024","7638","","Documents generate on","","","","(VATOnRelease) Sales retorn  generate CashPayment",""
"passed","Wed Jul 17 02:09:01 UTC 2024","Wed Jul 17 02:09:02 UTC 2024","986","","001 Smoke Tests Catalogs","","","","(VATOnRelease) List form opening ""TaskPerformersGroups""",""
"failed","Wed Jul 17 03:28:19 UTC 2024","Wed Jul 17 03:28:28 UTC 2024","9651","","Settlements Adjustment >DR/CR","","","","(VATOnRelease) Settlements Adjustment DR/ 409.11 KR/ 401.2EUR",""
"passed","Wed Jul 17 02:44:59 UTC 2024","Wed Jul 17 02:45:03 UTC 2024","4677","","Exit Notice","","","","(VATOnRelease) Exit Notice",""
"passed","Wed Jul 17 02:11:16 UTC 2024","Wed Jul 17 02:11:17 UTC 2024","1033","","001 Smoke Tests Catalogs","","","","(VATOnRelease) List form opening ""TaxesCodeClassifier""",""
"failed","Wed Jul 17 03:17:31 UTC 2024","Wed Jul 17 03:17:53 UTC 2024","21862","","Notice of entry","","","","(VATOnRelease) Notice of entry",""
"passed","Wed Jul 17 02:51:38 UTC 2024","Wed Jul 17 02:51:38 UTC 2024","313","","Check currency conversion for EU resident","","","","(VATOnRelease) Data preparation",""
"passed","Wed Jul 17 03:21:52 UTC 2024","Wed Jul 17 03:21:58 UTC 2024","5481","","Set Advanced Expenses Write off Parameters","","","","(VATOnRelease) Create Advanced Expences",""
"passed","Wed Jul 17 03:32:15 UTC 2024","Wed Jul 17 03:32:17 UTC 2024","2431","","E-Transport filling check","","","","(VATOnRelease) Menu check",""
"passed","Wed Jul 17 02:39:23 UTC 2024","Wed Jul 17 02:39:24 UTC 2024","1067","","Main menu > click open","","","","(VATOnRelease) Sales orders",""
"passed","Wed Jul 17 04:15:37 UTC 2024","Wed Jul 17 04:15:38 UTC 2024","1161","","Goods Transfer To Retail check DR/CR","","","","(VATOnRelease) Settings UseRetail",""
"passed","Wed Jul 17 02:17:39 UTC 2024","Wed Jul 17 02:17:45 UTC 2024","6095","","012 Counterparties creation","","","","(VATOnRelease) Create a Vendor",""
"passed","Wed Jul 17 02:39:13 UTC 2024","Wed Jul 17 02:39:14 UTC 2024","1314","","Main menu > click open","","","","(VATOnRelease) Cash flow activities",""
"passed","Wed Jul 17 02:24:50 UTC 2024","Wed Jul 17 02:24:55 UTC 2024","4944","","075 Expense report  Currency","","","","(VATOnRelease) Purchase Invoice  in EUR2",""
"passed","Wed Jul 17 03:22:01 UTC 2024","Wed Jul 17 03:22:04 UTC 2024","2498","","Set Advanced Expenses Write off Parameters","","","","(VATOnRelease) Set Advanced Expenses Write off Parameters",""
"passed","Wed Jul 17 03:58:07 UTC 2024","Wed Jul 17 03:58:09 UTC 2024","1705","","Cash / Bank Documents added Base Document","","","","(VATOnRelease) Bank Receipt > select Advanced invoice received",""
"passed","Wed Jul 17 02:19:25 UTC 2024","Wed Jul 17 02:19:32 UTC 2024","6899","","016 Series and applicability parameters for numeration creation","","","","(VATOnRelease) Applicability parameters for numeration creation for Sales Invoice",""
"passed","Wed Jul 17 02:10:10 UTC 2024","Wed Jul 17 02:10:11 UTC 2024","1146","","001 Smoke Tests Catalogs","","","","(VATOnRelease) List form opening ""TypesOfLocations""",""
"passed","Wed Jul 17 02:15:33 UTC 2024","Wed Jul 17 02:15:34 UTC 2024","1033","","002 Smoke tests documents","","","","(VATOnRelease) List form opening ""BankPayment""",""
"passed","Wed Jul 17 02:40:28 UTC 2024","Wed Jul 17 02:40:29 UTC 2024","1176","","Main menu > click open","","","","(VATOnRelease) Employees",""
"passed","Wed Jul 17 03:29:39 UTC 2024","Wed Jul 17 03:29:41 UTC 2024","2518","","E-factura","","","","(VATOnRelease) Get Call back URL check",""
"passed","Wed Jul 17 02:08:00 UTC 2024","Wed Jul 17 02:08:01 UTC 2024","1099","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""Calendars""",""
"passed","Wed Jul 17 02:39:25 UTC 2024","Wed Jul 17 02:39:26 UTC 2024","1052","","Main menu > click open","","","","(VATOnRelease) Sales returns",""
"passed","Wed Jul 17 02:15:02 UTC 2024","Wed Jul 17 02:15:03 UTC 2024","1255","","002 Smoke tests documents","","","","(VATOnRelease) Object form opening ""InventoryIncrease""",""
"passed","Wed Jul 17 02:11:09 UTC 2024","Wed Jul 17 02:11:10 UTC 2024","1001","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""Workplaces""",""
"passed","Wed Jul 17 03:49:39 UTC 2024","Wed Jul 17 03:50:31 UTC 2024","51241","","BD available not available columns","","","","(VATOnRelease) BR Incasari de la clienti din livrari",""
"passed","Wed Jul 17 03:58:17 UTC 2024","Wed Jul 17 03:58:19 UTC 2024","2050","","Cash / Bank Documents added Base Document","","","","(VATOnRelease) Bank Payment > select Sales return",""
"failed","Wed Jul 17 04:17:49 UTC 2024","Wed Jul 17 04:18:01 UTC 2024","11912","","Goods Increase In Retail button select/Add","","","","(VATOnRelease) Goods Increase In Retail button select/Add",""
"failed","Wed Jul 17 04:06:32 UTC 2024","Wed Jul 17 04:06:44 UTC 2024","12036","","PI gener on AIR/SI gener on AII","","","","(VATOnRelease) Purchase Invoice Vendor VAT payer Partial advance set-off",""
"passed","Wed Jul 17 02:10:09 UTC 2024","Wed Jul 17 02:10:10 UTC 2024","1098","","001 Smoke Tests Catalogs","","","","(VATOnRelease) Object form opening ""Series""",""
"passed","Wed Jul 17 02:21:04 UTC 2024","Wed Jul 17 02:21:08 UTC 2024","3831","","040 Bank receipt document create","","","","(VATOnRelease) Bank receipt social capital",""
"passed","Wed Jul 17 02:50:17 UTC 2024","Wed Jul 17 02:50:19 UTC 2024","2471","","MainMenu","","","","(VATOnRelease) Resurse umane",""
"passed","Wed Jul 17 03:57:37 UTC 2024","Wed Jul 17 03:57:39 UTC 2024","2034","","BankReceipt change cash flow activity","","","","(VATOnRelease) BR> Incasari rambursari sume neutilizate de la avans de trezorerie (Val)",""
"passed","Wed Jul 17 02:07:49 UTC 2024","Wed Jul 17 02:07:51 UTC 2024","1072","","001 Smoke Tests Catalogs","","","","(VATOnRelease) List form opening ""AccessGroups""",""
"passed","Wed Jul 17 03:26:23 UTC 2024","Wed Jul 17 03:26:27 UTC 2024","3962","","Settlements Adjustment >DR/CR","","","","(VATOnRelease) Purchase Invoice",""
"passed","Wed Jul 17 03:23:09 UTC 2024","Wed Jul 17 03:23:11 UTC 2024","2088","","Settlements Adjustment check list Document","","","","(VATOnRelease) Cash receipt",""
"failed","Wed Jul 17 03:37:27 UTC 2024","Wed Jul 17 03:37:34 UTC 2024","7642","","VAT rates selection check","","","","(VATOnRelease) VAT payer on encashment Additional expenses",""
"passed","Wed Jul 17 03:57:39 UTC 2024","Wed Jul 17 03:57:41 UTC 2024","2206","","BankReceipt change cash flow activity","","","","(VATOnRelease) BR> Incasari viramente interne",""
"passed","Wed Jul 17 03:20:24 UTC 2024","Wed Jul 17 03:20:27 UTC 2024","3316","","Accounting reports detailing check","","","","(VATOnRelease) Account Analyze report",""
"passed","Wed Jul 17 02:49:17 UTC 2024","Wed Jul 17 02:49:24 UTC 2024","7837","","Inventory transfers","","","","(VATOnRelease) Inventory transfer based on Purchase invoice",""
